Car Model,Condition,Mileage,Price (USD),Monthly Payment,Dealer Name,Year,brand,Mileage_mi,Condition_car
2015 Honda Civic EX,Used,50033,15699.0,295.0,McGrath City Honda,2015,Honda,50033.0,Used
2009 Honda Civic LX-S,Used,110167,7616.0,143.0,Toyota of Lincolnwood,2009,Honda,110167.0,Used
2017 Toyota Highlander Hybrid Limited Platinum,Used,26774,39998.0,752.0,CarMax San Antonio,2017,Toyota,26774.0,Used
2021 Cadillac CT4 Luxury,Used,26349,25998.0,489.0,CarMax West Broad,2021,Cadillac,26349.0,Used
2020 Honda Civic Sport,Used,65518,16936.0,318.0,Napleton Honda of Morton Grove,2020,Honda,65518.0,Used
2014 Honda Civic EX-L,Used,82227,13988.0,263.0,S&M Auto Sales,2014,Honda,82227.0,Used
2012 Cadillac SRX Base,Used,76622,9995.0,188.0,Bose Motors,2012,Cadillac,76622.0,Used
2025 Hyundai Tucson SEL Convenience,New,,35009.0,658.0,Castle Hyundai Downers Grove,2025,Hyundai,,New
2024 Cadillac XT6 Sport AWD,Used,25959,49491.0,930.0,Mercedes-Benz of Orland Park,2024,Cadillac,25959.0,Used
2025 Nissan Kicks SV,New,,27397.0,515.0,Zeigler Nissan of Orland Park,2025,Nissan,,New
2025 Nissan Rogue SL,New,,42453.0,798.0,Glendale Nissan,2025,Nissan,,New
2025 Audi Q7 45 Premium Plus,Audi Certified,4112,62915.0,1183.0,The Audi Exchange,2025,Audi,4112.0,Certified
2024 Honda Civic Sport,Used,11758,25450.0,478.0,Guaranteed Motor Cars,2024,Honda,11758.0,Used
2022 Honda Civic SI,Used,54780,27998.0,526.0,CarMax Schaumburg,2022,Honda,54780.0,Used
2024 Dodge Durango R/T Plus AWD,New,,47091.0,885.0,Napleton's Arlington Heights Chrysler Dodge Jeep RAM,2024,Dodge,,New
2025 Mercedes-Benz Sprinter 2500 High Roof,New,,86720.0,1630.0,Mercedes-Benz of Hoffman Estates,2025,Mercedes-Benz,,New
2024 Subaru Crosstrek Sport,New,,33512.0,630.0,Napleton's Palatine Subaru,2024,Subaru,,New
2018 Honda Civic LX,Used,123090,12995.0,244.0,Silver Auto Sales Inc.,2018,Honda,123090.0,Used
2013 Honda Civic EX,Used,171638,8995.0,169.0,Silver Auto Sales Inc.,2013,Honda,171638.0,Used
2023 Ford F-150 XLT,Used,26579,43799.0,823.0,Fair Oaks Ford,2023,Ford,26579.0,Used
2012 Ford Fusion SEL,Used,163568,5494.0,103.0,Silver Auto Sales Inc.,2012,Ford,163568.0,Used
2019 BMW 440 i xDrive,Used,72267,28777.0,541.0,West Chicago Auto Mall,2019,BMW,72267.0,Used
2023 Chevrolet Trailblazer LT,Used,15794,21700.0,408.0,Kingdom Chevrolet,2023,Chevrolet,15794.0,Used
2014 Jaguar XJ L Supercharged,Used,42328,28998.0,545.0,CarMax Albuquerque,2014,Jaguar,42328.0,Used
2018 BMW M2 Base,Used,44776,37895.0,712.0,Larry Roesch Dodge Chrysler Jeep RAM,2018,BMW,44776.0,Used
2019 Audi RS 3 2.5T,Used,46549,39990.0,752.0,Ultimo Motors North Shore,2019,Audi,46549.0,Used
2018 BMW 440 i,Used,50327,28500.0,536.0,Napleton Aston Martin Maserati,2018,BMW,50327.0,Used
1995 Pontiac Firebird Formula 2dr Convertible,Used,43700,9994.0,188.0,MGM Classic Cars,1995,Pontiac,43700.0,Used
2019 BMW 530e xDrive iPerformance,Used,31763,25995.0,489.0,Star Auto Works,2019,BMW,31763.0,Used
2023 Tesla Model Y Performance Dual Motor All-Wheel Drive,Used,22371,35950.0,676.0,"Motorsource, Inc",2023,Tesla,22371.0,Used
2014 Chevrolet Corvette Stingray Z51,Used,64949,36995.0,695.0,Auto Showcase of Carol Stream,2014,Chevrolet,64949.0,Used
2019 Ford Fiesta ST,Used,50081,18998.0,357.0,CarMax Tinley Park,2019,Ford,50081.0,Used
2002 Pontiac Firebird Trans Am SLP Firehawk,Used,15309,42800.0,804.0,Diamond Motorworks,2002,Pontiac,15309.0,Used
2022 Ford Transit-350 XLT,Used,75245,40881.0,768.0,South Oak Dodge Chrysler Jeep RAM,2022,Ford,75245.0,Used
2025 Nissan Sentra SV,New,,21848.0,411.0,Berman Nissan of Chicago,2025,Nissan,,New
2012 Volkswagen Tiguan SE,Used,116532,10896.0,205.0,Windy City Motors,2012,Volkswagen,116532.0,Used
2025 Kia K5 GT-Line,New,,30533.0,574.0,Berwyn Kia,2025,Kia,,New
2015 Mercedes-Benz GLA-Class,Used,104470,16998.0,319.0,CarMax San Antonio,2015,Mercedes-Benz,104470.0,Used
2023 Chevrolet Equinox LT,Used,37059,21998.0,413.0,CarMax Jacksonville,2023,Chevrolet,37059.0,Used
2024 Ford Bronco Big Bend,New,,46610.0,876.0,Westfield Ford,2024,Ford,,New
2019 Honda Civic EX,Certified,47920,22852.0,430.0,Golf Mill Ford,2019,Honda,47920.0,Certified
2025 Acura RDX Advance Package,New,,53800.0,1011.0,Ed Napleton Acura Kia,2025,Acura,,New
2025 Kia K5 GT,New,,33180.0,624.0,Napleton River Oaks Hyundai Kia,2025,Kia,,New
2025 Honda Passport AWD EX-L,New,,44895.0,844.0,Community Honda of Orland Park,2025,Honda,,New
2024 Ford Bronco Badlands,New,,53696.0,1009.0,Joe Rizza Ford Lincoln,2024,Ford,,New
2024 Ford Bronco Sport Outer Banks,New,,33612.0,632.0,Joe Rizza Ford Lincoln,2024,Ford,,New
2015 Hyundai Sonata SE,Used,90890,9777.0,184.0,Luxury Automax,2015,Hyundai,90890.0,Used
2016 Lexus NX 200t F-Sport,Used,98739,21998.0,413.0,CarMax Tinley Park,2016,Lexus,98739.0,Used
2025 Hyundai Kona SEL,New,,28660.0,539.0,Webb Hyundai Highland,2025,Hyundai,,New
2024 Chrysler Pacifica Limited,New,,44698.0,840.0,Napleton's Arlington Heights Chrysler Dodge Jeep RAM,2024,Chrysler,,New
2025 Mercedes-Benz Sprinter 2500 Standard Roof,New,,60860.0,1144.0,Mercedes-Benz of Hoffman Estates,2025,Mercedes-Benz,,New
2025 Subaru Forester Base,New,,31965.0,601.0,Napleton's Schaumburg Subaru,2025,Subaru,,New
2025 Nissan Rogue SV,New,,37260.0,700.0,Gerald Nissan of Naperville,2025,Nissan,,New
2020 Chevrolet Sonic FWD Sedan LS,Used,10189,14599.0,274.0,Currie Motors Chevrolet,2020,Chevrolet,10189.0,Used
2017 BMW X5 eDrive XDrive40e,Used,52177,22998.0,432.0,CarMax Pleasanton,2017,BMW,52177.0,Used
2016 Lexus IS 200t,Used,83195,20998.0,395.0,CarMax Fresno,2016,Lexus,83195.0,Used
2025 Buick Envista Sport Touring,New,,26056.0,490.0,Ettleson Buick GMC,2025,Buick,,New
2022 Volvo XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,Volvo Certified,33685,44911.0,844.0,Fields Volvo Cars of Northfield,2022,Volvo,33685.0,Certified
2021 INFINITI QX50 Luxe,INFINITI Certified,25682,29915.0,562.0,INFINITI of Clarendon Hills,2021,INFINITI,25682.0,Certified
2024 Chevrolet Trax FWD 2RS,Used,25929,18990.0,357.0,Mike's Auto Forum,2024,Chevrolet,25929.0,Used
2022 Subaru WRX Limited,Used,2800,31992.0,601.0,McGrath Acura of Westmont,2022,Subaru,2800.0,Used
2025 Toyota Corolla LE,New,,25156.0,473.0,Advantage Toyota of River Oaks,2025,Toyota,,New
2024 Alfa Romeo Tonale Veloce EAWD,New,,42979.0,808.0,Joe Rizza Maserati Alfa Romeo,2024,Alfa Romeo,,New
2025 Hyundai Kona SEL Convenience,New,,30804.0,579.0,Webb Hyundai Highland,2025,Hyundai,,New
2025 Acura RDX Base,New,,52250.0,982.0,Acura Highland Park,2025,Acura,,New
2025 Acura RDX Advance Package,New,,54400.0,1023.0,Acura Highland Park,2025,Acura,,New
2025 Acura RDX Technology Package,New,,48650.0,914.0,Acura Highland Park,2025,Acura,,New
2024 Ford Bronco Big Bend,New,,43995.0,827.0,Webb Ford,2024,Ford,,New
2023 Honda Civic Sport,Used,20681,24482.0,460.0,Bosak Honda,2023,Honda,20681.0,Used
2025 Cadillac LYRIQ Luxury w/1SD,New,,71110.0,1337.0,Arnie Bauer Cadillac,2025,Cadillac,,New
2014 Chevrolet Silverado 1500 LT,Used,103273,15899.0,299.0,Phillips Chevrolet,2014,Chevrolet,103273.0,Used
2025 Jeep Grand Cherokee L Laredo,New,,37033.0,696.0,Berman Chrysler Dodge Jeep Ram,2025,Jeep,,New
2024 Ford Transit-350 Base,New,,58945.0,1108.0,Golf Mill Ford,2024,Ford,,New
2019 BMW X3 XDrive30i,Used,57394,24998.0,470.0,CarMax Bristol,2019,BMW,57394.0,Used
2020 FIAT 124 Spider Lusso,Used,22559,24998.0,470.0,CarMax Louisville,2020,FIAT,22559.0,Used
2023 Mazda Mazda3 AWD,Used,29259,24933.0,469.0,Napleton's Oak Lawn Mazda,2023,Mazda,29259.0,Used
2023 Ford F-150 Tremor,Used,36237,49772.0,936.0,Old Orchard Nissan,2023,Ford,36237.0,Used
2025 Audi Q5 45 S line Premium Plus,New,,57640.0,1083.0,Audi Westmont,2025,Audi,,New
2023 Volvo XC90 Recharge Plug-In Hybrid T8 Plus Dark Theme 7 Passenger,Volvo Certified,8257,58789.0,1105.0,Fields Volvo Cars of Northfield,2023,Volvo,8257.0,Certified
2024 Aston Martin DB12 Coupe,Aston Martin Certified,3034,269800.0,5071.0,Napleton Aston Martin Maserati,2024,Aston Martin,3034.0,Certified
2025 Mercedes-Benz CLA 250 Base 4MATIC,New,,54715.0,1028.0,Autohaus on Edens,2025,Mercedes-Benz,,New
2013 Bentley Mulsanne,Used,59840,73995.0,1391.0,Greater Chicago Motors,2013,Bentley,59840.0,Used
2025 Nissan Rogue SV,New,,34922.0,656.0,Glendale Nissan,2025,Nissan,,New
2020 Chevrolet Trax LT,Chevrolet Certified,54959,14495.0,272.0,Jerry Haggerty Chevrolet,2020,Chevrolet,54959.0,Certified
2023 Audi Q3 S-Line Premium,Used,47720,27998.0,526.0,CarMax Tinley Park,2023,Audi,47720.0,Used
2024 Genesis GV80 2.5T,Genesis Certified,4678,59998.0,1128.0,Genesis of Schaumburg,2024,Genesis,4678.0,Certified
2024 Cadillac XT5 Sport,New,,60665.0,1140.0,Arnie Bauer Cadillac,2024,Cadillac,,New
2015 GMC Terrain SLE-2,Used,68485,9995.0,188.0,Schererville Auto Sales,2015,GMC,68485.0,Used
2013 Honda CR-V EX-L,Used,157465,8990.0,169.0,NB Motors Inc,2013,Honda,157465.0,Used
2025 BMW M340 xDrive,New,,68835.0,1294.0,Knauz Auto Park,2025,BMW,,New
2025 Jeep Grand Cherokee L Altitude,New,,42151.0,792.0,Chrysler Dodge Jeep Ram of Chicago,2025,Jeep,,New
2024 GMC Sierra 3500 SLT,New,,74957.0,1409.0,Zeigler Buick GMC of Lincolnwood,2024,GMC,,New
2023 Ford Expedition Limited MAX,Used,53751,46521.0,874.0,Toyota of Lincolnwood,2023,Ford,53751.0,Used
2023 Ford Edge SEL,Used,46605,21998.0,413.0,CarMax Memphis,2023,Ford,46605.0,Used
2020 Ford Escape SE,Used,21818,22520.0,423.0,Sherman Dodge Chrysler Jeep RAM,2020,Ford,21818.0,Used
2022 Chevrolet Malibu LT,Used,57369,19998.0,376.0,CarMax Kenner,2022,Chevrolet,57369.0,Used
2023 Ford Bronco Black Diamond,Used,18146,40933.0,769.0,Napleton's Oak Lawn Mazda,2023,Ford,18146.0,Used
2019 Honda Civic EX-L,Used,43079,21777.0,409.0,The Autobarn Countryside Subaru,2019,Honda,43079.0,Used
2025 Subaru Forester Limited,New,,40007.0,752.0,Grand Subaru,2025,Subaru,,New
2019 Nissan NV200 SV,Used,104959,12950.0,243.0,Revved Motors,2019,Nissan,104959.0,Used
2020 Honda Civic Sport,Used,86979,17394.0,327.0,Muller Honda,2020,Honda,86979.0,Used
2021 Buick Enclave Essence,Used,96627,23550.0,443.0,Rizza Cadillac Buick GMC,2021,Buick,96627.0,Used
2025 Volvo XC60 Core Dark Theme,New,,51535.0,969.0,"International Autos Jaguar, Land Rover, Subaru, Volvo Cars",2025,Volvo,,New
2021 Hyundai Sonata SEL Plus,Used,45303,20277.0,381.0,Exclusive Auto Haus,2021,Hyundai,45303.0,Used
2024 BMW 430 i xDrive,Used,14928,49299.0,927.0,BMW of Orland Park,2024,BMW,14928.0,Used
2020 Honda Civic EX,Used,67169,19495.0,366.0,Exclusive Auto Haus,2020,Honda,67169.0,Used
2025 Honda Passport AWD EX-L,New,,43795.0,823.0,Bosak Honda,2025,Honda,,New
2021 Honda Civic LX,Used,63296,17469.0,328.0,Bosak Honda,2021,Honda,63296.0,Used
2025 Subaru Legacy Premium,Subaru Certified,1899,27234.0,512.0,Napleton's Schaumburg Subaru,2025,Subaru,1899.0,Certified
2024 INEOS Grenadier Trialmaster,New,,90410.0,1699.0,Knauz Ineos Grenadier of Lake Bluff,2024,INEOS,,New
2021 Chevrolet Spark 1LT,Used,60152,13000.0,244.0,Kingdom Chevrolet,2021,Chevrolet,60152.0,Used
2022 Honda Civic Sport Touring,Used,30768,26501.0,498.0,Zeigler Cadillac of Lincolnwood,2022,Honda,30768.0,Used
2019 Acura RDX,Used,59144,23998.0,451.0,CarMax Canoga Park,2019,Acura,59144.0,Used
2024 Cadillac LYRIQ Sport w/1SK,New,,75080.0,1411.0,Zeigler Cadillac of Lincolnwood,2024,Cadillac,,New
2018 Chevrolet Sonic LT,Used,37676,12795.0,240.0,Evergreen Kia,2018,Chevrolet,37676.0,Used
2019 Chevrolet Traverse LT Cloth,Used,69173,19900.0,374.0,Webb Chevy,2019,Chevrolet,69173.0,Used
2021 Mercedes-Benz GLC 300,Used,36287,29998.0,564.0,CarMax Ocala of Ocala,2021,Mercedes-Benz,36287.0,Used
2024 Ford F-350 Lariat Super Duty,New,,80784.0,1518.0,Golf Mill Ford,2024,Ford,,New
2025 Mazda CX-5 2.5 Turbo Signature,New,,41005.0,771.0,Napleton's Countryside Mazda,2025,Mazda,,New
2016 Nissan Rogue SV,Used,69019,16998.0,319.0,CarMax Hillside (Eisenhower Expy),2016,Nissan,69019.0,Used
2014 Toyota Avalon Hybrid XLE Touring,Used,120675,15495.0,291.0,Access Automotive,2014,Toyota,120675.0,Used
2019 Jeep Compass Latitude,Used,77794,19195.0,361.0,DriveTime of South Chicago,2019,Jeep,77794.0,Used
2020 Land Rover Range Rover Evoque S,Used,86035,20985.0,394.0,Star Auto Works,2020,Land Rover,86035.0,Used
2024 Genesis GV70 2.5T,New,,56101.0,1054.0,Genesis of Downers Grove,2024,Genesis,,New
2025 RAM ProMaster 2500 Tradesman,New,,54625.0,1027.0,Napleton's River Oaks Chrysler Jeep Dodge RAM,2025,RAM,,New
2025 Chevrolet Equinox AWD RS,New,,37370.0,702.0,Garber Chevrolet Highland,2025,Chevrolet,,New
2025 Nissan Rogue S,New,,32470.0,610.0,Gerald Nissan of Naperville,2025,Nissan,,New
2024 Nissan Pathfinder Platinum,New,,54300.0,1021.0,Gerald Nissan of Naperville,2024,Nissan,,New
2024 Nissan Kicks S,Nissan Certified,3209,18877.0,355.0,Gerald Nissan of Naperville,2024,Nissan,3209.0,Certified
2025 Ford Bronco Sport Big Bend,New,,31590.0,594.0,Murgado Ford of Chicago,2025,Ford,,New
2021 Ford Bronco Sport Outer Banks,Used,31110,24995.0,470.0,High Quality Auto Group,2021,Ford,31110.0,Used
2019 Ford Escape SE,Used,65995,15998.0,301.0,CarMax Henderson,2019,Ford,65995.0,Used
2022 Ford Bronco Sport,Used,52648,22998.0,432.0,CarMax Texas Stadium (Irving),2022,Ford,52648.0,Used
2018 Ford EcoSport SE,Used,45891,15695.0,295.0,DriveTime of West Chicago,2018,Ford,45891.0,Used
2022 Lexus ES 300h Luxury,Used,41515,36349.0,683.0,Napleton Autowerks River Oaks,2022,Lexus,41515.0,Used
2012 Acura MDX 3.7L Technology,Used,96223,12899.0,242.0,Star Motor Sales,2012,Acura,96223.0,Used
2025 Audi S e-tron GT Premium Plus,New,,131095.0,2464.0,Audi Orland Park,2025,Audi,,New
2022 Kia K5 GT-Line,Used,23069,24954.0,469.0,Phillips Chevrolet of Lansing,2022,Kia,23069.0,Used
2025 GMC HUMMER EV SUV 2X,New,,96215.0,1809.0,Rizza Cadillac Buick GMC,2025,GMC,,New
2024 Cadillac XT5 Luxury,New,,46275.0,870.0,Rizza Cadillac Buick GMC,2024,Cadillac,,New
2012 Ford Edge Limited,Used,151157,9990.0,188.0,Luxury Automax,2012,Ford,151157.0,Used
2025 Genesis G70 3.3T Sport Advanced,New,,54655.0,1027.0,Genesis of Highland Park,2025,Genesis,,New
2024 Ford Bronco Sport Big Bend,New,,33198.0,624.0,Webb Ford,2024,Ford,,New
2022 Nissan Kicks SR,Used,39130,19994.0,376.0,Arlington Nissan,2022,Nissan,39130.0,Used
2025 Cadillac XT5 Premium Luxury,New,,56055.0,1054.0,Arnie Bauer Cadillac,2025,Cadillac,,New
2019 GMC Sierra 1500 SLT,Used,53402,37000.0,695.0,Woody Buick GMC Naperville,2019,GMC,53402.0,Used
2024 GMC Terrain SLE,New,,28460.0,535.0,Napleton Downtown Chevrolet Buick GMC,2024,GMC,,New
2018 Honda Civic Touring,Used,65863,20456.0,385.0,McGrath City Honda,2018,Honda,65863.0,Used
2019 Chevrolet Trax LS,Used,14880,17998.0,338.0,CarMax Ocala of Ocala,2019,Chevrolet,14880.0,Used
2025 Jeep Compass Latitude,New,,28126.0,529.0,Hawk CDJR,2025,Jeep,,New
2023 Ford Escape Active,Used,3040,24195.0,455.0,Baha Auto Group Inc.,2023,Ford,3040.0,Used
2022 Chevrolet Malibu LS,Used,38276,19998.0,376.0,CarMax Kenner,2022,Chevrolet,38276.0,Used
2018 Hyundai Elantra Value Edition,Used,47932,16495.0,310.0,DriveTime of South Chicago,2018,Hyundai,47932.0,Used
2025 Ford Explorer ST-Line,New,,47800.0,898.0,Tasca Ford Midlothian,2025,Ford,,New
2025 Hyundai IONIQ 6 Limited,New,,49230.0,925.0,Castle Hyundai Downers Grove,2025,Hyundai,,New
2025 Cadillac LYRIQ Sport w/1SJ,New,,71219.0,1339.0,Rizza Cadillac Buick GMC,2025,Cadillac,,New
2022 Acura RDX A-Spec Package,Used,42997,34990.0,658.0,Castle Volkswagen of Schaumburg,2022,Acura,42997.0,Used
2025 Hyundai Tucson SEL,New,,33656.0,633.0,Webb Hyundai Highland,2025,Hyundai,,New
2019 Chevrolet Silverado 2500 LTZ,Used,148177,36950.0,695.0,Garber Chevrolet Highland,2019,Chevrolet,148177.0,Used
2024 Ford Bronco Raptor,New,,87296.0,1641.0,Arlington Heights Ford,2024,Ford,,New
2024 Ford Bronco Raptor,New,,87169.0,1638.0,Arlington Heights Ford,2024,Ford,,New
2024 Volkswagen Tiguan 2.0T S,New,,27467.0,516.0,City Volkswagen of Highland,2024,Volkswagen,,New
2025 Mazda Mazda3 FWD w/Preferred Package,New,,28907.0,543.0,Napleton's Schaumburg Mazda,2025,Mazda,,New
2021 Nissan Sentra SR,Used,62693,15972.0,300.0,Advantage Chevrolet of Bolingbrook,2021,Nissan,62693.0,Used
2025 Mercedes-Benz GLE-Class GLE 450e,New,,84740.0,1593.0,Mercedes-Benz of Naperville,2025,Mercedes-Benz,,New
2016 Honda Civic EX-T,Prequalify now,104575,16995.0,319.0,High Quality Auto Sales,2016,Honda,104575.0,Used
2025 Mercedes-Benz Sprinter 2500 Standard Roof,Used,1893,57265.0,1076.0,Loeber Motors Mercedes-Benz,2025,Mercedes-Benz,1893.0,Used
2024 Chevrolet Corvette Stingray w/2LT,New,,85986.0,1616.0,Advantage Chevrolet,2024,Chevrolet,,New
2022 Jeep Grand Cherokee 4xe,Used,9668,37998.0,714.0,CarMax Cy-Fair,2022,Jeep,9668.0,Used
2022 Chevrolet Blazer 2LT,Used,23623,23998.0,451.0,CarMax Columbus,2022,Chevrolet,23623.0,Used
2014 Chevrolet Impala LTZ,Used,54287,17998.0,338.0,CarMax Hillside (Eisenhower Expy),2014,Chevrolet,54287.0,Used
2025 MINI Hardtop Cooper S,New,,35845.0,674.0,MINI of Glencoe North Shore,2025,MINI,,New
2018 Ford Fusion S,Used,38987,18195.0,342.0,DriveTime of West Chicago,2018,Ford,38987.0,Used
2015 Lexus ES 350 Crafted Line,Used,59298,18999.0,357.0,I-80 Auto Sales,2015,Lexus,59298.0,Used
2025 Nissan Sentra SV,New,,24597.0,462.0,Zeigler Nissan of Orland Park,2025,Nissan,,New
2025 Hyundai Palisade Calligraphy,New,,53264.0,1001.0,Family Hyundai,2025,Hyundai,,New
2024 Volkswagen Tiguan 2.0T SE R-Line Black 4MOTION,New,,33084.0,622.0,Castle Volkswagen of Schaumburg,2024,Volkswagen,,New
2024 Ford Transit-150 BASE,New,,42401.0,797.0,Schaumburg Ford,2024,Ford,,New
2017 Hyundai Sonata Base,Used,96999,9500.0,179.0,Schaumburg Kia,2017,Hyundai,96999.0,Used
2022 Honda Civic Sport,Honda Certified,23703,24343.0,458.0,Bosak Honda,2022,Honda,23703.0,Certified
2025 Hyundai Elantra SEL Convenience,New,,27027.0,508.0,Hyundai of Palatine,2025,Hyundai,,New
2021 Acura TLX FWD,Acura Certified,52613,22998.0,432.0,Arlington Acura in Palatine,2021,Acura,52613.0,Certified
2024 INEOS Grenadier Trialmaster,New,,77425.0,1455.0,Knauz Ineos Grenadier of Lake Bluff,2024,INEOS,,New
2025 BMW X6 M60i,New,,103950.0,1954.0,Knauz Auto Park,2025,BMW,,New
2024 Volkswagen Tiguan 2.0T SE R-Line Black 4MOTION,New,,34274.0,644.0,City Volkswagen of Chicago,2024,Volkswagen,,New
2019 Nissan Sentra SV,Used,56339,10500.0,197.0,Piotr,2019,Nissan,56339.0,Used
2018 GMC Terrain SLT,Used,65042,18649.0,351.0,Sherman Dodge Chrysler Jeep RAM,2018,GMC,65042.0,Used
2020 Mercedes-Benz GLE 450,Used,38587,40998.0,771.0,CarMax Greenville,2020,Mercedes-Benz,38587.0,Used
2024 Subaru Crosstrek Premium,New,,27083.0,509.0,Subaru Evergreen Park,2024,Subaru,,New
2017 Chevrolet Silverado 2500 LT,Used,79286,33449.0,629.0,Webb Chevy,2017,Chevrolet,79286.0,Used
2024 Chevrolet Colorado Trail Boss,New,,38787.0,729.0,Webb Chevy,2024,Chevrolet,,New
2015 Mercedes-Benz C-Class 4dr Sedan C 400 4MATIC,Used,90087,16980.0,319.0,Driven Auto Sales,2015,Mercedes-Benz,90087.0,Used
2021 Volkswagen Atlas SE R-Line,Used,52257,30998.0,583.0,CarMax Buffalo,2021,Volkswagen,52257.0,Used
2024 Hyundai Tucson Plug-In Hybrid SEL,Used,17140,29998.0,564.0,CarMax Hillside (Eisenhower Expy),2024,Hyundai,17140.0,Used
2025 Toyota Corolla Cross Hybrid XSE,New,,37068.0,697.0,Bredemann Toyota/Scion,2025,Toyota,,New
2016 Chevrolet Spark 1LT,Used,45843,9294.0,175.0,Castle Chevrolet of Villa Park,2016,Chevrolet,45843.0,Used
2022 Honda Civic Sport,Used,72458,17888.0,336.0,Chicago Auto Place,2022,Honda,72458.0,Used
2020 Hyundai Sonata SEL,Used,30750,17985.0,338.0,Alpha Luxury Motors,2020,Hyundai,30750.0,Used
2022 Honda Civic Sport,Used,60427,19980.0,376.0,Driven Auto of Oak Forest,2022,Honda,60427.0,Used
2021 Buick Enclave Premium,Buick Certified,49528,29250.0,550.0,Phillips Chevrolet of Lansing,2021,Buick,49528.0,Certified
2025 Buick Envista Sport Touring FWD,New,,27535.0,518.0,Rizza Cadillac Buick GMC,2025,Buick,,New
2025 Hyundai Tucson SE,New,,31973.0,601.0,Family Hyundai,2025,Hyundai,,New
2020 BMW M550 I xDrive,Used,21386,48998.0,921.0,CarMax Tinley Park,2020,BMW,21386.0,Used
2025 Genesis GV80 Coupe 3.5T e-SC,New,,87385.0,1643.0,Genesis of Schaumburg,2025,Genesis,,New
2025 Hyundai Tucson SEL,New,,33507.0,630.0,Hyundai of Palatine,2025,Hyundai,,New
2023 Lamborghini Huracan STO Coupe,Used,6210,399800.0,7515.0,Bentley Bugatti Lamborghini Maserati Rolls-Royce of Chicago,2023,Lamborghini,6210.0,Used
2025 Volkswagen Atlas 2.0T SE w/Technology 4MOTION,New,,42931.0,807.0,City Volkswagen of Chicago,2025,Volkswagen,,New
2018 INFINITI QX30 Luxury,Used,52755,17998.0,338.0,CarMax Centennial,2018,INFINITI,52755.0,Used
2025 Mercedes-Benz GLE 350 4MATIC,New,,83835.0,1576.0,Loeber Motors Mercedes-Benz,2025,Mercedes-Benz,,New
2024 Ford Escape ST-Line Select,Used,5400,26900.0,506.0,Agnes,2024,Ford,5400.0,Used
2023 Honda CR-V EX-L,Used,28262,31998.0,601.0,CarMax Naples,2023,Honda,28262.0,Used
2024 GMC Terrain SLE,New,,34565.0,650.0,Ettleson Buick GMC,2024,GMC,,New
2025 Volkswagen Jetta 1.5T Sport,New,,24539.0,461.0,Jennings Chevy / VW,2025,Volkswagen,,New
2025 Chevrolet Equinox AWD RS,New,,35835.0,674.0,Golf Mill Chevrolet,2025,Chevrolet,,New
2022 Hyundai Sonata Limited,Used,71241,19767.0,372.0,AutoNation Hyundai O'Hare,2022,Hyundai,71241.0,Used
2025 Acura RDX Technology Package,New,,49250.0,926.0,Ed Napleton Acura Kia,2025,Acura,,New
2013 Chevrolet Equinox 2LT,Used,122962,7820.0,147.0,Bose Motors,2013,Chevrolet,122962.0,Used
2024 GMC Yukon XL AT4,New,,76998.0,1447.0,Haggerty Buick GMC Inc,2024,GMC,,New
2025 Audi Q5 40 Premium,New,,49925.0,938.0,Audi Westmont,2025,Audi,,New
2025 GMC Terrain AWD Elevation,New,,36885.0,693.0,Arlington Heights Buick GMC,2025,GMC,,New
2011 BMW X3 xDrive28i,Used,115800,7490.0,141.0,Schaumburg Motor Cars,2011,BMW,115800.0,Used
2017 Buick Enclave Leather,Used,94934,15300.0,288.0,Napleton's Schaumburg Buick GMC,2017,Buick,94934.0,Used
2018 Chevrolet Camaro 1LT,Used,94574,14995.0,282.0,Blue Sky Auto Sales - Brighton Park,2018,Chevrolet,94574.0,Used
2018 Dodge Charger GT,Used,86450,15995.0,301.0,Blue Sky Auto Sales - Brighton Park,2018,Dodge,86450.0,Used
2001 Buick LeSabre Custom,Used,62474,6998.0,132.0,Golf Mill Ford,2001,Buick,62474.0,Used
2019 Jaguar XJ L Portfolio,Used,30650,38998.0,733.0,CarMax Birmingham,2019,Jaguar,30650.0,Used
2024 Chevrolet Blazer EV RS,Used,2432,42998.0,808.0,CarMax Hillside (Eisenhower Expy),2024,Chevrolet,2432.0,Used
2023 GMC Sierra 1500 SLT,Used,25269,47998.0,902.0,CarMax Jackson (TN),2023,GMC,25269.0,Used
2008 Volvo V50 T5,Used,56478,11495.0,216.0,OKAZ MOTORS,2008,Volvo,56478.0,Used
2020 Mercedes-Benz CLS 450,Used,28856,44998.0,846.0,CarMax Glencoe (Edens Expy),2020,Mercedes-Benz,28856.0,Used
2011 INFINITI EX35 Journey,Used,114748,8995.0,169.0,Bose Motors,2011,INFINITI,114748.0,Used
2011 Jaguar XK Base,Used,46209,17888.0,336.0,Chicago Auto Place,2011,Jaguar,46209.0,Used
2009 Lincoln Town Car Signature,Used,92986,8750.0,164.0,Zone Motors,2009,Lincoln,92986.0,Used
2009 Kia Borrego EX 4x4 4dr SUV,Used,105976,6690.0,126.0,Auto House Motors,2009,Kia,105976.0,Used
2019 Ford Edge ST,Used,34900,25326.0,476.0,Bill Kay Chevrolet,2019,Ford,34900.0,Used
2019 Audi e-tron Prestige,Used,58966,25988.0,488.0,The Audi Exchange,2019,Audi,58966.0,Used
